prompt,target,prediction
Please find me a bus to leave on the 9th. [REQUEST(to_city=); REQUEST(from_city=)],From where you are leaving and your destination?,I have a bus to leave on the 9th.
"We four people leaving to Portland, OR from Vancouver. [OFFER(departure_time=7:10 am); OFFER(price=$40); INFORM_COUNT(count=8)]",You can get into the departing at 7:10 am with fare of $40. There are 8 buses available otherwise.,"We four people leave to Portland, OR from Vancouver."
"That will be ok, I think [GOODBYE]","Keep fine, thank you.",Is that okay?
I need help finding a direct bus please. [REQUEST(from_city=); REQUEST(to_city=)],Where are you departing from and what's the destination?,I have a direct bus to help with.
I'm going to Sacramento and starting in Fresno. [REQUEST(departure_date=)],"Okay, when do you want to leave?",[REQUEST(departure_date=)]
I was planning for March 10th. [OFFER(departure_time=6:20 am); OFFER(price=$28); INFORM_COUNT(count=6)],"Great, I found 6 buses that you might like. Would a bus departing at 6:20 am for $28 work for you?",I was planning for the 10th of March.
"That sounds great, I guess we're done here. [GOODBYE]","Awesome, have a nice day.",I'm glad you're done.
Can you assist me to search for a bus? [REQUEST(to_city=); REQUEST(from_city=); REQUEST(departure_date=)],"Where are you going, leaving from, and when will you leave?",Can you help me with my search for a bus?
I will be leaving from Fresno and will leave on the 4th. I'd like to go to SFO. [OFFER(departure_time=10:50 am); OFFER(price=$36)],What about the bus leaving at 10:50 am? It will be $36.,I'm leaving from Fresno and will leave on the 4th.
Sounds great and that's all I need. [GOODBYE],Have a nice day.,I'm glad you have a great day.
I need to find a bus. [REQUEST(departure_date=); REQUEST(from_city=); REQUEST(to_city=)],What is you departure city and date and where are you going?,I need a bus.
I'm leaving from Portland on the 4th of this month and going to Seattle. [OFFER(departure_time=7 am); OFFER(price=$33)],There is a bus for $33 departing at 7 am.,for the weekend. am I going to Seattle?.$33. going to Seattle.. to Portland. I'm leaving from Portland on 4th of this month. I'm going to Seattle.
Is there any other direct option? [OFFER(departure_time=11:20 am); OFFER(price=$32)],There is a bus for $32 departing at 11:20 am.,Is there any other direct option?
That one works. [OFFER_INTENT(intent=BuyBusTicket)],Should I book it for you?,That one works.
Not right now. [REQ_MORE],Is there anything else I can help you with?,
No Thank you. [GOODBYE],Okay. Please enjoy your day. Goodbye.,No Thank you.
Can you help me find a bus? [REQUEST(from_city=); REQUEST(departure_date=); REQUEST(to_city=)],"Sure, when and where will you be leaving? Where are you planning to go?",Can you help me find a bus?
I'll be departing from Long Beach on the 6th of this month. I'd like to travel to San Diego. [OFFER(departure_time=6:50 am); OFFER(price=$24); INFORM_COUNT(count=9)],I found 9 matching options. How about the one leaving at 6:50 am? It'll be $24.,I'll be leaving Long Beach on the 6th of this month.
That sounds great. That should be everything. [GOODBYE],Have a wonderful day!,That sounds great.
I want you to find me a direct bus for 3 people. [REQUEST(departure_date=); REQUEST(from_city=); REQUEST(to_city=)],"Can you tell me the time when you want to have the bus for, and also could you tell me from where you will leave, and which will be your destination?",I have a direct bus for 3 people.
"I will be having my trip on 4th of this month, and I will be leaving frim Seattle, WA to arrive at Portland, OR. [OFFER(departure_time=7:30 am); OFFER(price=$28); INFORM_COUNT(count=8)]","There are 8 buses which you might consider, with one of them being a bus which departs at 7:30 am, and with a ticket which costs $28.","I will be leaving frim Seattle, WA for my trip to Portland, OR."
That is nice. [OFFER_INTENT(intent=BuyBusTicket)],Are you interested in having the tickets bought for this bus?,Is there anything else I can help you with?
I am not willing to buy tickets at the moment. That would be all. [GOODBYE],Have a nice day!,I am not willing to buy tickets at the moment.
"Hi, I am going to be visiting SD to visit my grandmother. My brother had told me there was a one-stop bus that I could take to get there. [REQUEST(departure_date=); REQUEST(from_city=)]",What day are planning to depart on your trip and what city are you leaving from.,I am going to be visiting SD to visit my grandmother.
"Oh sorry, I will be departing from Sacramento on the 9th of March. [OFFER(departure_time=7:10 am); OFFER(price=$67); INFORM_COUNT(count=7)]","Alright, there are 7 buses available that day. One of the buses costs $67 and departs at 7:10 am.",I am going to be in Sacramento on the 9th of March.
"Well, actually, I forgot my sister and her husband might want to go too. They can't go until the 14th of March. Are there any buses with seats available for the three of us on that day. [OFFER(departure_time=7:40 am); OFFER(price=$65); INFORM_COUNT(count=6)]","Sure, there are 6 buses taking that route. One of them departs at 7:40 am and costs $65.",. $6. I forgot my sister and her husband might want to go. They can't go until the 14th of March.
What bus stations does that one depart from and arrive at? [INFORM(from_station=65th Light Rail Station); INFORM(to_station=El Cajon Bus Stop)],It departs from 65th Light Rail Station and arrives at El Cajon Bus Stop.,What bus stations depart from?
That bus sounds perfect. Thank you so much for helping! [GOODBYE],You're welcome! I hope you have a great day!,That bus sounds perfect.
"I want you to look for a bus for me, and I do not mind if it is a direct bus or not. [REQUEST(to_city=)]",Can you tell me your destination?,Is there a direct bus for you?
I want to arrive to LAX. [REQUEST(departure_date=); REQUEST(from_city=)],Could you please tell me the time when you plan to leave and from where you will leave from?,[REQUEST(departure_date=); REQUEST(from_city=)]
I will be leaving from Long Beach on 3rd of this month. [OFFER(departure_time=6 am); OFFER(price=$11); INFORM_COUNT(count=10)],"There are 10 buses which you might consider. How would you like having the bus which departs at 6 am, and the ticket of which costs $11?",I am leaving from Long Beach on 3rd of this month.
That is nice. That would be all. [GOODBYE],Have a good time!,That would be all.
I need a bus for two people. [REQUEST(to_city=); REQUEST(from_city=)],Where would you be going and from where would you be leaving?,I need a bus for two people.
I am leaving San Francisco for Fresno. [REQUEST(departure_date=)],When would you like to leave?,I am leaving San Francisco for Fresno.
I want to leave on the 7th of March. [OFFER(departure_time=7 am); OFFER(price=$31)],There is a bus ride for $31 that leaves for 7 am.,I am leaving for the 7th of March.
That would be great. [OFFER_INTENT(intent=BuyBusTicket)],You would like tickets?,Is there anything else I can do?
"No, not at this time. That would be all. [GOODBYE]",Enjoy your day.,Is there anything else I can do.
I'm looking for some bus tickets. [REQUEST(to_city=)],Where are you traveling to?,I'm looking for some bus tickets.
I'm going to New York City. [REQUEST(departure_date=)],What date are you departing on?,[REQUEST(departure_date=)
I'm planning to depart next Friday. [REQUEST(from_city=)],Where are you departing from?,[REQUEST(from_city=)]
I'm leaving from Philly. [OFFER(departure_time=9 am); OFFER(price=$23); INFORM_COUNT(count=6)],I found 6 buses that might work for you. How about a bus leaving at 9 am for $23?,I'm leaving from Philly.
"Yes, that sounds good. [OFFER_INTENT(intent=BuyBusTicket)]",Would you like to purchase bus tickets?,"Yes, that sounds good."
"No, not right now. [REQ_MORE]",Is there anything else I can help you with?,"No, right now."
"No, thank you. [GOODBYE]",Have a great day.,Is there anything else I can do to help you with?
"Hey, I need to go on a short trip. Can you help me get a bus? [REQUEST(to_city=)]",What's the destination?,Is there a bus to get to?
The destination is LAX. I'll visit some friends there. [REQUEST(from_city=); REQUEST(departure_date=)],And where will you be leaving from? Do you have a date in mind?,I've been to LAX for a while.
"I'm leaving from Long Beach, CA on March 6th. [OFFER(departure_time=6 am); OFFER(price=$13); INFORM_COUNT(count=10)]",I found 10 available buses. How about one departing at 6 am? The ticket costs $13.,"I'm leaving from Long Beach, CA on March 6th."
In which stations does it depart from and where does at arrive? [INFORM(from_station=Downtown Station); INFORM(to_station=North Hollywood Station)],It departs from Downtown Station towards North Hollywood Station.,It departs from the North Hollywood Station.
Sounds real good. [OFFER_INTENT(intent=BuyBusTicket)],Should I buy the ticket?,What a great idea.
"Not right now, but thank you! [GOODBYE]",Have an awesome day!,Is there anything else I can do to help you with?
"I would like to find a direct bus for 4 people, leaving on the 14th. [REQUEST(to_city=); REQUEST(from_city=)]","Where are you departing from, and what is your destination>","I would like to find a direct bus for 4 people, leaving on the 14th."
"I am traveling from San Fran to Sacramento, CA. [OFFER(departure_time=6 am); OFFER(price=$22); INFORM_COUNT(count=10)]",I found 10 options. There is a bus leaving at 6 am that costs $22.,"I am traveling from San Fran to Sacramento, CA."
"That sounds great. Thanks, I'm all set. [GOODBYE]",Have a great day!,I'm all set.
Will you help me search for a bus? [REQUEST(departure_date=)],When will you leave?,Will you help me search for a bus?
I would like to plan to leave on later today. [REQUEST(from_city=); REQUEST(to_city=)],Where will you be leaving from and where are you going?,I would like to leave on later today.
"I am leaving Portland, OR going to Seattle. [OFFER(departure_time=7 am); OFFER(price=$28); INFORM_COUNT(count=10)]",I have 10 buses for you departing 7 am costing $28.,"I am leaving Portland, OR going to Seattle."
How many stops will the bus have? [INFORM(category=direct)],It would be a direct bus.,How many stops will the bus have?
That sounds good and all I need. [GOODBYE],Have a nice day.,Sounds good and sounds like a good thing.
Would you help me to find a bus? [REQUEST(to_city=); REQUEST(departure_date=); REQUEST(from_city=)],Where are you leaving from and where do you want to go? When are you planning to leave?,Would you like me to help me find a bus?
I would like to leave on March 10th from Sacramento and heading to San Fran. [OFFER(departure_time=7:40 am); OFFER(price=$24); INFORM_COUNT(count=10)],I have located 10 buses for you. What do you think of the bus that leaves at 7:40 am? The price is $24.,I am going to San Fran on the flight from Sacramento to Sacramento on March 10th.
What is the station this bus will arrive at? [INFORM(to_station=Transbay Terminal)],It will arrive at Transbay Terminal.,What is the station this bus will arrive at?
That sounds fine. [OFFER_INTENT(intent=BuyBusTicket)],Would you like to purchase tickets on this bus?,Is there anything else I can help you with?
I don't wish to buy at the moment. [REQ_MORE],Is there anything else I can help you with?,[REQ_MORE]
No. Thanks very much for the help. [GOODBYE],Have a wonderful day.,Thank you for the help.
